outcome,deck1,deck2,level_1,level_2,hitpoint_1,elixir_1,hitpoint_2,elixir_2
False,"['Valkyrie', 'Baby Dragon', 'Prince', 'Spear Goblins', 'The Log', 'Fireball', 'Princess', 'Inferno Dragon']","['Witch', 'Inferno Dragon', 'Electro Wizard', 'Hog Rider', 'Bats', 'Lumberjack', 'Fireball', 'Skeleton Army']","[12, 9, 9, 14, 6, 12, 6, 6]","[9, 6, 6, 12, 14, 6, 12, 9]","[2190.0, 1064.0, 1615.0, 176.0, 0.0, 757.0, 0.0, 0.0]",28.0,"[696.0, 0.0, 0.0, 1864.0, 108.0, 0.0, 757.0, 67.0]",30.0
False,"['Valkyrie', 'Baby Dragon', 'Prince', 'Spear Goblins', 'The Log', 'Fireball', 'Princess', 'Inferno Dragon']","['Mini P.E.K.K.A', 'Wall Breakers', 'Mega Knight', 'Bandit', 'Musketeer', 'Bats', 'The Log', 'Miner']","[12, 9, 9, 14, 6, 12, 6, 6]","[12, 9, 6, 6, 12, 14, 5, 5]","[2190.0, 1064.0, 1615.0, 176.0, 0.0, 757.0, 0.0, 0.0]",28.0,"[1495.0, 275.0, 0.0, 0.0, 792.0, 108.0, 0.0, 0.0]",27.0
False,"['Valkyrie', 'Baby Dragon', 'Prince', 'Spear Goblins', 'The Log', 'Fireball', 'Princess', 'Inferno Dragon']","['Hog Rider', 'Mega Knight', 'Fireball', 'Mini P.E.K.K.A', 'The Log', 'Bats', 'Goblin Gang', 'Musketeer']","[12, 9, 9, 14, 6, 12, 6, 6]","[12, 6, 12, 12, 6, 14, 14, 12]","[2190.0, 1064.0, 1615.0, 176.0, 0.0, 757.0, 0.0, 0.0]",28.0,"[1864.0, 0.0, 757.0, 1495.0, 0.0, 108.0, 384.0, 792.0]",30.0
True,"['Valkyrie', 'Baby Dragon', 'Prince', 'Spear Goblins', 'The Log', 'Fireball', 'Princess', 'Inferno Dragon']","['Bandit', 'Mega Knight', 'Balloon', 'Arrows', 'Dart Goblin', 'Inferno Dragon', 'Skeleton Army', 'Goblin Gang']","[12, 9, 9, 14, 6, 12, 6, 6]","[6, 6, 9, 14, 12, 6, 9, 14]","[2190.0, 1064.0, 1615.0, 176.0, 0.0, 757.0, 0.0, 0.0]",28.0,"[0.0, 0.0, 1396.0, 0.0, 286.0, 0.0, 67.0, 384.0]",31.0
True,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Ice Spirit', 'Princess', 'Cannon', 'Knight', 'Fireball', 'Hog Rider', 'The Log', 'Goblin Gang']","[4, 9, 7, 9, 13, 13, 7, 11]","[13, 4, 12, 13, 9, 10, 3, 13]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[278.0, 0.0, 983.0, 2014.0, 572.0, 1544.0, 0.0, 351.0]",23.0
False,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Clone', 'Giant Skeleton', 'Minion Horde', 'Tesla', 'Arrows', 'Sparky', 'Skeleton Army', 'Goblin Barrel']","[4, 9, 7, 9, 13, 13, 7, 11]","[6, 9, 11, 11, 11, 3, 6, 6]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[0.0, 2793.0, 230.0, 1152.0, 0.0, 0.0, 51.0, 126.0]",33.0
False,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Ice Spirit', 'Knight', 'X-Bow', 'The Log', 'Skeletons', 'Tesla', 'Rocket', 'Archers']","[4, 9, 7, 9, 13, 13, 7, 11]","[12, 14, 6, 6, 11, 11, 12, 11]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[252.0, 2210.0, 1040.0, 0.0, 81.0, 1152.0, 0.0, 304.0]",26.0
True,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Witch', 'The Log', 'Zap', 'Tornado', 'Mega Knight', 'Freeze', 'Mini P.E.K.K.A', 'Executioner']","[4, 9, 7, 9, 13, 13, 7, 11]","[8, 2, 10, 5, 6, 7, 10, 7]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[634.0, 0.0, 0.0, 0.0, 0.0, 79.0, 1239.0, 794.0]",32.0
True,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Mortar', 'Hunter', 'The Log', 'Valkyrie', 'Fireball', 'Skeletons', 'Ice Spirit', 'Bats']","[4, 9, 7, 9, 13, 13, 7, 11]","[14, 9, 6, 11, 11, 12, 13, 12]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[1949.0, 696.0, 0.0, 1992.0, 689.0, 89.0, 278.0, 89.0]",22.0
True,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['The Log', 'Goblin Barrel', 'Inferno Tower', 'Ice Spirit', 'Goblin Gang', 'Knight', 'Rocket', 'Princess']","[4, 9, 7, 9, 13, 13, 7, 11]","[3, 8, 8, 12, 12, 12, 8, 3]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[0.0, 152.0, 1320.0, 252.0, 318.0, 1832.0, 0.0, 0.0]",26.0
True,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Balloon', 'Skeleton Army', 'Electro Wizard', 'Lumberjack', 'The Log', 'Princess', 'Elite Barbarians', 'Minion Horde']","[4, 9, 7, 9, 13, 13, 7, 11]","[8, 6, 2, 3, 3, 3, 13, 13]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[1270.0, 51.0, 0.0, 0.0, 0.0, 0.0, 1415.0, 278.0]",32.0
False,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Minion Horde', 'Princess', 'Skeleton Army', 'Balloon', 'Zap', 'Tesla', 'Executioner', 'The Log']","[4, 9, 7, 9, 13, 13, 7, 11]","[14, 6, 8, 9, 13, 14, 9, 5]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[305.0, 0.0, 61.0, 1396.0, 0.0, 1525.0, 960.0, 0.0]",29.0
True,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Freeze', 'Valkyrie', 'Witch', 'Elite Barbarians', 'Princess', 'Goblin Barrel', 'Minion Horde', 'Bandit']","[4, 9, 7, 9, 13, 13, 7, 11]","[6, 11, 8, 12, 3, 6, 10, 4]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[72.0, 1992.0, 634.0, 1286.0, 0.0, 126.0, 209.0, 0.0]",33.0
True,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Rage', 'Hog Rider', 'Witch', 'Mirror', 'Giant', 'Arrows', 'Minions', 'Valkyrie']","[4, 9, 7, 9, 13, 13, 7, 11]","[6, 8, 8, 6, 8, 13, 11, 11]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[0.0, 1280.0, 634.0, 0.0, 2977.0, 0.0, 230.0, 1992.0]",26.0
False,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Mini P.E.K.K.A', 'Magic Archer', 'Witch', 'Wizard', 'Executioner', 'The Log', 'Elixir Golem', 'Mega Knight']","[4, 9, 7, 9, 13, 13, 7, 11]","[11, 4, 7, 10, 7, 3, 10, 5]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[1361.0, 0.0, 576.0, 656.0, 794.0, 0.0, 1544.0, 0.0]",35.0
True,"['The Log', 'Giant Skeleton', 'Tornado', 'Inferno Tower', 'Zap', 'Spear Goblins', 'Goblin Barrel', 'Goblin Hut']","['Inferno Dragon', 'Mega Knight', 'The Log', 'Bandit', 'Elite Barbarians', 'Executioner', 'Valkyrie', 'Skeleton Army']","[4, 9, 7, 9, 13, 13, 7, 11]","[4, 4, 3, 4, 13, 8, 11, 7]","[0.0, 2793.0, 0.0, 1452.0, 0.0, 160.0, 139.0, 1558.0]",28.0,"[0.0, 0.0, 0.0, 0.0, 1415.0, 873.0, 1992.0, 56.0]",34.0
False,"['Clone', 'Zap', 'Giant Skeleton', 'The Log', 'Rage', 'Tombstone', 'Witch', 'Goblin Hut']","['Valkyrie', 'Goblin Gang', 'Knight', 'Arrows', 'Mini P.E.K.K.A', 'Minions', 'Skeleton Army', 'Goblin Barrel']","[5, 13, 9, 4, 5, 9, 5, 11]","[10, 13, 13, 11, 11, 12, 7, 9]","[0.0, 0.0, 2793.0, 0.0, 0.0, 422.0, 0.0, 1558.0]",28.0,"[1814.0, 351.0, 2014.0, 0.0, 1361.0, 252.0, 56.0, 167.0]",26.0
True,"['Clone', 'Zap', 'Giant Skeleton', 'The Log', 'Rage', 'Tombstone', 'Witch', 'Goblin Hut']","['Valkyrie', 'Lumberjack', 'Dart Goblin', 'Baby Dragon', 'Wizard', 'Knight', 'Minion Horde', 'The Log']","[5, 13, 9, 4, 5, 9, 5, 11]","[10, 5, 10, 8, 9, 14, 12, 4]","[0.0, 0.0, 2793.0, 0.0, 0.0, 422.0, 0.0, 1558.0]",28.0,"[1814.0, 0.0, 237.0, 968.0, 598.0, 2210.0, 252.0, 0.0]",30.0
False,"['Clone', 'Zap', 'Giant Skeleton', 'The Log', 'Rage', 'Tombstone', 'Witch', 'Goblin Hut']","['Goblin Gang', 'Goblin Barrel', 'Princess', 'Ice Spirit', 'The Log', 'Inferno Tower', 'Knight', 'Rocket']","[5, 13, 9, 4, 5, 9, 5, 11]","[14, 9, 5, 14, 4, 11, 14, 12]","[0.0, 0.0, 2793.0, 0.0, 0.0, 422.0, 0.0, 1558.0]",28.0,"[384.0, 167.0, 0.0, 305.0, 0.0, 1749.0, 2210.0, 0.0]",26.0
True,"['Goblin Barrel', 'Skeleton Army', 'Zap', 'Hog Rider', 'Goblin Hut', 'Minion Horde', 'Valkyrie', 'Witch']","['Balloon', 'Wizard', 'Lumberjack', 'Bats', 'Minion Horde', 'Electro Wizard', 'Bandit', 'Princess']","[7, 6, 13, 9, 9, 12, 9, 7]","[8, 12, 4, 12, 14, 2, 2, 3]","[139.0, 51.0, 0.0, 1408.0, 1293.0, 252.0, 1654.0, 576.0]",31.0,"[1270.0, 792.0, 0.0, 89.0, 305.0, 0.0, 0.0, 0.0]",31.0
False,"['Hog Rider', 'P.E.K.K.A', 'Cannon', 'Fireball', 'Dart Goblin', 'Princess', 'Goblin Gang', 'Knight']","['Mega Knight', 'Skeleton Army', 'Lightning', 'Minions', 'The Log', 'Magic Archer', 'Valkyrie', 'Mini P.E.K.K.A']","[12, 9, 12, 9, 10, 4, 12, 11]","[4, 7, 6, 12, 4, 3, 10, 11]","[1864.0, 3125.0, 983.0, 572.0, 237.0, 0.0, 318.0, 1669.0]",30.0,"[0.0, 56.0, 0.0, 252.0, 0.0, 0.0, 1814.0, 1361.0]",33.0
True,"['Hog Rider', 'P.E.K.K.A', 'Cannon', 'Fireball', 'Dart Goblin', 'Princess', 'Goblin Gang', 'Knight']","['Bats', 'Dart Goblin', 'Zap', 'The Log', 'Hog Rider', 'Mega Knight', 'Princess', 'Skeleton Army']","[12, 9, 12, 9, 10, 4, 12, 11]","[13, 10, 13, 3, 11, 3, 3, 7]","[1864.0, 3125.0, 983.0, 572.0, 237.0, 0.0, 318.0, 1669.0]",30.0,"[98.0, 237.0, 0.0, 0.0, 1696.0, 0.0, 0.0, 56.0]",26.0
True,"['Hog Rider', 'P.E.K.K.A', 'Cannon', 'Fireball', 'Dart Goblin', 'Princess', 'Goblin Gang', 'Knight']","['Wizard', 'Elite Barbarians', 'Goblin Cage', 'Witch', 'Dart Goblin', 'The Log', 'Valkyrie', 'Goblin Barrel']","[12, 9, 12, 9, 10, 4, 12, 11]","[10, 14, 8, 7, 9, 2, 9, 6]","[1864.0, 3125.0, 983.0, 572.0, 237.0, 0.0, 318.0, 1669.0]",30.0,"[656.0, 1552.0, 728.0, 576.0, 216.0, 0.0, 1654.0, 126.0]",32.0
True,"['Hog Rider', 'P.E.K.K.A', 'Cannon', 'Fireball', 'Dart Goblin', 'Princess', 'Goblin Gang', 'Knight']","['Musketeer', 'Elite Barbarians', 'Mega Knight', 'The Log', 'Valkyrie', 'Skeleton Army', 'Rage', 'Dart Goblin']","[12, 9, 12, 9, 10, 4, 12, 11]","[9, 13, 4, 2, 9, 7, 5, 9]","[1864.0, 3125.0, 983.0, 572.0, 237.0, 0.0, 318.0, 1669.0]",30.0,"[598.0, 1415.0, 0.0, 0.0, 1654.0, 56.0, 0.0, 216.0]",31.0
True,"['Hog Rider', 'P.E.K.K.A', 'Cannon', 'Fireball', 'Dart Goblin', 'Princess', 'Goblin Gang', 'Knight']","['Baby Dragon', 'Skeleton Army', 'Bats', 'Goblin Barrel', 'Witch', 'Miner', 'Princess', 'The Log']","[12, 9, 12, 9, 10, 4, 12, 11]","[7, 7, 13, 7, 7, 5, 3, 4]","[1864.0, 3125.0, 983.0, 572.0, 237.0, 0.0, 318.0, 1669.0]",30.0,"[880.0, 56.0, 98.0, 139.0, 576.0, 0.0, 0.0, 0.0]",25.0
True,"['Hog Rider', 'P.E.K.K.A', 'Cannon', 'Fireball', 'Dart Goblin', 'Princess', 'Goblin Gang', 'Knight']","['The Log', 'Mega Knight', 'Valkyrie', 'Mortar', 'Wizard', 'Fireball', 'Ice Spirit', 'Tesla']","[12, 9, 12, 9, 10, 4, 12, 11]","[3, 4, 8, 13, 9, 9, 12, 11]","[1864.0, 3125.0, 983.0, 572.0, 237.0, 0.0, 318.0, 1669.0]",30.0,"[0.0, 0.0, 1504.0, 1776.0, 598.0, 572.0, 252.0, 1152.0]",31.0
False,"['Hog Rider', 'P.E.K.K.A', 'Cannon', 'Fireball', 'Dart Goblin', 'Princess', 'Goblin Gang', 'Knight']","['Minion Horde', 'Princess', 'The Log', 'Mini P.E.K.K.A', 'Prince', 'Inferno Dragon', 'Royal Hogs', 'Arrows']","[12, 9, 12, 9, 10, 4, 12, 11]","[12, 5, 3, 11, 8, 4, 9, 12]","[1864.0, 3125.0, 983.0, 572.0, 237.0, 0.0, 318.0, 1669.0]",30.0,"[252.0, 0.0, 0.0, 1361.0, 1470.0, 0.0, 695.0, 0.0]",31.0
False,"['Hog Rider', 'P.E.K.K.A', 'Cannon', 'Miner', 'Dart Goblin', 'Princess', 'Goblin Gang', 'Knight']","['Witch', 'Clone', 'Skeleton Barrel', 'Arrows', 'Giant Skeleton', 'Bats', 'Skeleton Army', 'Wizard']","[12, 9, 12, 3, 10, 4, 12, 11]","[7, 6, 11, 12, 7, 12, 6, 10]","[1864.0, 3125.0, 983.0, 0.0, 237.0, 0.0, 318.0, 1669.0]",29.0,"[576.0, 0.0, 768.0, 0.0, 2310.0, 89.0, 51.0, 656.0]",30.0
False,"['Rage', 'Electro Wizard', 'Zap', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Skeleton Army', 'Electro Wizard', 'P.E.K.K.A', 'Hog Rider', 'Bandit', 'Zap', 'Princess', 'Tombstone']","[6, 2, 11, 8, 10, 5, 6, 7]","[9, 4, 8, 11, 3, 14, 4, 8]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",33.0,"[67.0, 0.0, 2843.0, 1696.0, 0.0, 0.0, 0.0, 384.0]",29.0
False,"['Rage', 'Electro Wizard', 'Zap', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Clone', 'Goblin Barrel', 'Giant Skeleton', 'Archers', 'Mega Minion', 'Bats', 'Mirror', 'Princess']","[6, 2, 11, 8, 10, 5, 6, 7]","[5, 7, 8, 14, 11, 12, 6, 4]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",33.0,"[0.0, 139.0, 2541.0, 403.0, 837.0, 89.0, 0.0, 0.0]",23.0
False,"['Rage', 'Electro Wizard', 'Zap', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Bats', 'Skeleton Army', 'Fireball', 'Wizard', 'Valkyrie', 'Hog Rider', 'Freeze', 'Tornado']","[6, 2, 11, 8, 10, 5, 6, 7]","[12, 7, 10, 11, 9, 11, 8, 7]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",33.0,"[89.0, 56.0, 627.0, 720.0, 1654.0, 1696.0, 87.0, 0.0]",29.0
True,"['Rage', 'Electro Wizard', 'Zap', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Baby Dragon', 'Wizard', 'Mega Knight', 'Electro Wizard', 'Fireball', 'Barbarians', 'Elite Barbarians', 'Mirror']","[6, 2, 11, 8, 10, 5, 6, 7]","[8, 10, 5, 4, 9, 13, 14, 9]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",33.0,"[968.0, 656.0, 0.0, 0.0, 572.0, 809.0, 1552.0, 0.0]",35.0
True,"['Rage', 'Electro Wizard', 'Zap', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Mega Knight', 'Musketeer', 'Bats', 'Arrows', 'Goblin Barrel', 'Wall Breakers', 'Prince', 'The Log']","[6, 2, 11, 8, 10, 5, 6, 7]","[3, 10, 12, 11, 5, 7, 5, 2]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",33.0,"[0.0, 656.0, 89.0, 0.0, 115.0, 227.0, 0.0, 0.0]",28.0
False,"['Rage', 'Electro Wizard', 'Zap', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Dark Prince', 'Goblin Gang', 'Zap', 'Tesla', 'Electro Wizard', 'Fireball', 'Mega Knight', 'Goblin Barrel']","[6, 2, 11, 8, 10, 5, 6, 7]","[8, 14, 13, 12, 3, 10, 5, 6]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",33.0,"[181.0, 384.0, 0.0, 1264.0, 0.0, 627.0, 0.0, 126.0]",31.0
True,"['Rage', 'Hunter', 'Zap', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['The Log', 'Ice Wizard', 'Skeleton Army', 'Wizard', 'Witch', 'Poison', 'Giant', 'Mini P.E.K.K.A']","[6, 5, 11, 8, 10, 5, 6, 7]","[3, 4, 7, 9, 7, 7, 10, 10]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",33.0,"[0.0, 0.0, 56.0, 598.0, 576.0, 496.0, 3591.0, 1239.0]",31.0
False,"['Rage', 'Mirror', 'Zap', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Skeleton Army', 'Hog Rider', 'Executioner', 'Bats', 'Mini P.E.K.K.A', 'Mega Knight', 'Minion Horde', 'Elixir Golem']","[6, 5, 11, 8, 10, 5, 6, 7]","[6, 10, 8, 12, 9, 5, 12, 10]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",29.0,"[51.0, 1544.0, 873.0, 89.0, 1129.0, 0.0, 252.0, 1544.0]",33.0
True,"['Rage', 'Goblin Hut', 'Mirror', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Barbarians', 'Wizard', 'Skeleton Army', 'Valkyrie', 'Mega Knight', 'Miner', 'Prince', 'Mini P.E.K.K.A']","[6, 9, 5, 8, 10, 5, 6, 7]","[14, 10, 7, 10, 5, 3, 7, 12]","[0.0, 1293.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",32.0,"[888.0, 656.0, 56.0, 1814.0, 0.0, 0.0, 1336.0, 1495.0]",36.0
False,"['Rage', 'Electro Wizard', 'Mirror', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Ram Rider', 'Elite Barbarians', 'Bandit', 'Miner', 'Mega Knight', 'Minion Horde', 'Magic Archer', 'Mini P.E.K.K.A']","[6, 2, 5, 8, 10, 5, 6, 7]","[3, 12, 3, 3, 4, 14, 4, 11]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",31.0,"[0.0, 1286.0, 0.0, 0.0, 0.0, 305.0, 0.0, 1361.0]",37.0
True,"['Rage', 'Electro Wizard', 'Zap', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Goblin Barrel', 'Goblin Gang', 'Ice Spirit', 'Inferno Tower', 'Knight', 'The Log', 'Princess', 'Rocket']","[6, 2, 11, 8, 10, 5, 6, 7]","[7, 10, 10, 8, 10, 3, 3, 8]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",33.0,"[139.0, 265.0, 209.0, 1320.0, 1519.0, 0.0, 0.0, 0.0]",26.0
False,"['Rage', 'The Log', 'Rocket', 'P.E.K.K.A', 'Wizard', 'Ram Rider', 'Tornado', 'Executioner']","['Skeleton Army', 'Witch', 'Rascals', 'Magic Archer', 'Mini P.E.K.K.A', 'Minions', 'Electro Wizard', 'The Log']","[6, 2, 9, 8, 10, 5, 6, 7]","[6, 7, 11, 3, 10, 11, 3, 2]","[0.0, 0.0, 0.0, 2843.0, 656.0, 0.0, 0.0, 794.0]",35.0,"[51.0, 576.0, 2352.0, 0.0, 1239.0, 230.0, 0.0, 0.0]",30.0
True,"['Golem', 'Rage', 'Valkyrie', 'Witch', 'Poison', 'The Log', 'Flying Machine', 'Bomb Tower']","['Valkyrie', 'Wizard', 'Guards', 'Fireball', 'P.E.K.K.A', 'Bats', 'The Log', 'Battle Ram']","[6, 5, 8, 7, 5, 3, 8, 8]","[9, 8, 4, 8, 5, 11, 2, 8]","[3200.0, 0.0, 1504.0, 576.0, 0.0, 0.0, 464.0, 1024.0]",33.0,"[1654.0, 544.0, 0.0, 520.0, 0.0, 81.0, 0.0, 688.0]",31.0
False,"['Lumberjack', 'Wizard', 'Valkyrie', 'Balloon', 'Electro Wizard', 'Inferno Tower', 'Fireball', 'Witch']","['Executioner', 'Ice Spirit', 'Rage', 'Mega Knight', 'Goblin Barrel', 'Tesla', 'Skeletons', 'Poison']","[4, 9, 8, 7, 4, 8, 8, 7]","[7, 12, 6, 4, 7, 12, 11, 7]","[0.0, 598.0, 1504.0, 1155.0, 0.0, 1320.0, 520.0, 576.0]",36.0,"[794.0, 252.0, 0.0, 0.0, 139.0, 1264.0, 81.0, 496.0]",27.0
True,"['Bomber', 'Skeleton Army', 'Mini P.E.K.K.A', 'Prince', 'Skeletons', 'Princess', 'Dark Prince', 'Mega Knight']","['The Log', 'Goblin Barrel', 'Princess', 'Knight', 'Electro Wizard', 'Fireball', 'Inferno Tower', 'Hog Rider']","[10, 6, 11, 4, 10, 3, 4, 4]","[2, 7, 2, 12, 3, 8, 9, 10]","[438.0, 51.0, 1361.0, 0.0, 74.0, 0.0, 0.0, 0.0]",30.0,"[0.0, 139.0, 0.0, 1832.0, 0.0, 520.0, 1452.0, 1544.0]",28.0
True,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Barbarian Barrel', 'Spear Goblins', 'Prince', 'Dark Prince', 'Mega Knight', 'Musketeer', 'Arrows', 'Mirror']","[12, 4, 7, 7, 10, 6, 9, 4]","[7, 12, 8, 8, 4, 10, 11, 6]","[89.0, 0.0, 227.0, 139.0, 0.0, 51.0, 800.0, 0.0]",30.0,"[0.0, 146.0, 1470.0, 181.0, 0.0, 656.0, 0.0, 0.0]",27.0
True,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Witch', 'Mega Knight', 'Balloon', 'Inferno Dragon', 'Freeze', 'Dark Prince', 'Tombstone', 'The Log']","[12, 4, 7, 7, 10, 6, 9, 4]","[7, 4, 7, 3, 6, 6, 9, 3]","[89.0, 0.0, 227.0, 139.0, 0.0, 51.0, 800.0, 0.0]",30.0,"[576.0, 0.0, 1155.0, 0.0, 72.0, 150.0, 422.0, 0.0]",34.0
True,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['The Log', 'Electro Wizard', 'Witch', 'Skeletons', 'Fireball', 'Hog Rider', 'Mini P.E.K.K.A', 'Inferno Tower']","[12, 4, 7, 7, 10, 6, 9, 4]","[4, 3, 8, 12, 8, 8, 8, 9]","[89.0, 0.0, 227.0, 139.0, 0.0, 51.0, 800.0, 0.0]",30.0,"[0.0, 0.0, 634.0, 89.0, 520.0, 1280.0, 1027.0, 1452.0]",29.0
False,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Freeze', 'Princess', 'Mini P.E.K.K.A', 'Knight', 'Baby Dragon', 'Goblin Barrel', 'Witch', 'Prince']","[12, 4, 7, 7, 10, 6, 9, 4]","[6, 4, 11, 14, 6, 7, 7, 6]","[89.0, 0.0, 227.0, 139.0, 0.0, 51.0, 800.0, 0.0]",30.0,"[72.0, 0.0, 1361.0, 2210.0, 800.0, 139.0, 576.0, 1215.0]",31.0
True,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Mega Knight', 'Royal Giant', 'Goblin Cage', 'Lumberjack', 'Guards', 'The Log', 'Mega Minion', 'Zap']","[12, 4, 7, 7, 10, 6, 9, 4]","[3, 14, 10, 3, 8, 2, 9, 12]","[89.0, 0.0, 227.0, 139.0, 0.0, 51.0, 800.0, 0.0]",30.0,"[0.0, 4068.0, 878.0, 0.0, 181.0, 0.0, 695.0, 0.0]",31.0
True,"['Bats', 'Princess', 'Wall Breakers', 'Goblin Barrel', 'Rocket', 'Skeleton Army', 'Goblin Cage', 'Mega Knight']","['Arrows', 'Electro Wizard', 'Mega Knight', 'Zap', 'Skeleton Army', 'Magic Archer', 'Hog Rider', 'Mini P.E.K.K.A']","[12, 4, 7, 7, 10, 6, 9, 4]","[10, 3, 4, 11, 7, 2, 8, 9]","[89.0, 0.0, 227.0, 139.0, 0.0, 51.0, 800.0, 0.0]",30.0,"[0.0, 0.0, 0.0, 0.0, 56.0, 0.0, 1280.0, 1129.0]",31.0
